Hue,Saturation,Value,Red,Green,Blue,Label
111.30952380952381,239.36904761904762,131.73809523809524,131.73809523809524,43.857142857142854,7.738095238095238,blue
111.33333333333333,239.8095238095238,132.6547619047619,132.6547619047619,43.892857142857146,7.571428571428571,blue
112.10714285714286,155.8095238095238,176.1904761904762,176.1904761904762,96.69047619047619,68.36904761904762,blue
111.98809523809524,152.97619047619048,168.92857142857142,168.92857142857142,94.96428571428571,67.36904761904762,blue
111.98809523809524,152.97619047619048,168.92857142857142,168.92857142857142,94.96428571428571,67.36904761904762,blue
112.88095238095238,196.47619047619048,147.63095238095238,147.63095238095238,61.095238095238095,33.666666666666664,blue
112.80952380952381,195.47619047619048,146.3452380952381,146.3452380952381,61.23809523809524,33.92857142857143,blue
112.29761904761905,205.45238095238096,119.57142857142857,119.57142857142857,48.095238095238095,23.083333333333332,blue
112.29761904761905,205.45238095238096,119.57142857142857,119.57142857142857,48.095238095238095,23.083333333333332,blue
112.5952380952381,196.96428571428572,160.92857142857142,160.92857142857142,67.07142857142857,36.57142857142857,blue
110.51190476190476,217.75,118.3452380952381,118.3452380952381,49.45238095238095,17.11904761904762,blue
111.11904761904762,210.97619047619048,112.25,112.25,46.976190476190474,19.5,blue
111.22619047619048,211.1547619047619,112.80952380952381,112.80952380952381,46.73809523809524,19.476190476190474,blue
109.64444444444445,249.75555555555556,80.71111111111111,80.71111111111111,28.81111111111111,1.6555555555555554,blue
110.48809523809524,241.5,121.19047619047619,121.19047619047619,42.892857142857146,6.404761904761905,blue
110.5,241.45238095238096,121.51190476190476,121.51190476190476,42.95238095238095,6.416666666666667,blue
110.86904761904762,210.5,133.04761904761904,133.04761904761904,56.92857142857143,23.261904761904763,blue
111.01190476190476,209.4047619047619,132.42857142857142,132.42857142857142,56.42857142857143,23.714285714285715,blue
112.22619047619048,166.6904761904762,147.16666666666666,147.16666666666666,75.89285714285714,50.98809523809524,blue
112.36904761904762,166.8452380952381,147.96428571428572,147.96428571428572,75.80952380952381,51.142857142857146,blue
112.51190476190476,198.0,159.98809523809524,159.98809523809524,66.85714285714286,35.70238095238095,blue
111.27380952380952,241.92857142857142,131.91666666666666,131.91666666666666,43.595238095238095,6.714285714285714,blue
110.48809523809524,244.79761904761904,125.58333333333333,125.58333333333333,43.07142857142857,4.964285714285714,blue
110.55952380952381,241.75,123.47619047619048,123.47619047619048,43.107142857142854,6.321428571428571,blue
110.76190476190476,168.25,164.02380952380952,164.02380952380952,89.25,55.76190476190476,blue
110.75,169.14285714285714,164.13095238095238,164.13095238095238,89.0952380952381,55.20238095238095,blue
111.0952380952381,164.67857142857142,180.3452380952381,180.3452380952381,98.54761904761905,63.86904761904762,blue
110.57142857142857,164.21428571428572,177.66666666666666,177.66666666666666,98.92857142857143,63.142857142857146,blue
110.55952380952381,246.33333333333334,136.22619047619048,136.22619047619048,46.36904761904762,4.619047619047619,blue
110.60714285714286,245.98809523809524,136.20238095238096,136.20238095238096,46.26190476190476,4.833333333333333,blue
110.47619047619048,237.4047619047619,145.0952380952381,145.0952380952381,53.38095238095238,9.988095238095237,blue
111.60714285714286,237.73809523809524,139.5595238095238,139.5595238095238,45.845238095238095,9.452380952380953,blue
110.41666666666667,249.71428571428572,87.95238095238095,87.95238095238095,29.273809523809526,1.7857142857142858,blue
110.41666666666667,249.53571428571428,87.35714285714286,87.35714285714286,29.36904761904762,1.8214285714285714,blue
109.98809523809524,249.47619047619048,82.63095238095238,82.63095238095238,28.761904761904763,1.7976190476190477,blue
110.17857142857143,247.39285714285714,82.51190476190476,82.51190476190476,28.726190476190474,2.4523809523809526,blue
110.52380952380952,249.29761904761904,122.71428571428571,122.71428571428571,40.75,2.75,blue
110.52380952380952,249.29761904761904,122.71428571428571,122.71428571428571,40.75,2.75,blue
111.22619047619048,210.28571428571428,140.1547619047619,140.1547619047619,58.30952380952381,24.535714285714285,blue
110.95238095238095,212.03571428571428,140.21428571428572,140.21428571428572,58.76190476190476,23.642857142857142,blue
110.42857142857143,251.29761904761904,104.54761904761905,104.54761904761905,34.357142857142854,1.5476190476190477,blue
110.38095238095238,251.23809523809524,104.69047619047619,104.69047619047619,34.416666666666664,1.5952380952380953,blue
111.52380952380952,238.11904761904762,138.5952380952381,138.5952380952381,45.67857142857143,9.19047619047619,blue
110.92857142857143,252.97619047619048,100.5952380952381,100.5952380952381,31.095238095238095,0.7976190476190477,blue
111.01190476190476,252.4404761904762,100.88095238095238,100.88095238095238,30.797619047619047,1.0119047619047619,blue
109.92857142857143,252.8452380952381,93.70238095238095,93.70238095238095,31.821428571428573,0.7619047619047619,blue
110.02380952380952,252.22619047619048,94.0,94.0,31.571428571428573,1.0238095238095237,blue
111.08333333333333,168.82142857142858,179.85714285714286,179.85714285714286,96.42857142857143,60.785714285714285,blue
111.13095238095238,166.51190476190476,177.23809523809524,177.23809523809524,96.25,61.416666666666664,blue
110.44047619047619,247.0595238095238,129.38095238095238,129.38095238095238,43.976190476190474,4.023809523809524,blue
110.35714285714286,247.60714285714286,129.42857142857142,129.42857142857142,44.17857142857143,3.7976190476190474,blue
110.4047619047619,246.47619047619048,131.22619047619048,131.22619047619048,44.964285714285715,4.392857142857143,blue
110.25,246.47619047619048,129.73809523809524,129.73809523809524,45.36904761904762,4.333333333333333,blue
112.36904761904762,202.67857142857142,162.92857142857142,162.92857142857142,66.23809523809524,33.416666666666664,blue
110.17857142857143,242.32142857142858,145.8095238095238,145.8095238095238,52.76190476190476,7.273809523809524,blue
